,PERIOD,PRIMARY_LABEL,VALUE_ETH
321,2021-10-18T00:00:00Z,3. Surplus,0.004121943026594142
322,2021-10-19T00:00:00Z,3. Surplus,-0.006025911696824889
323,2021-10-20T00:00:00Z,3. Surplus,-0.011732310901631269
324,2021-10-21T00:00:00Z,3. Surplus,0.0016870765310908055
325,2021-10-22T00:00:00Z,3. Surplus,0.005370495977293722
326,2021-10-23T00:00:00Z,3. Surplus,-0.0070352434875696574
327,2021-10-24T00:00:00Z,3. Surplus,0.002491852560803642
328,2021-10-25T00:00:00Z,3. Surplus,0.021779658414355127
329,2021-10-26T00:00:00Z,3. Surplus,0.004785929796452579
330,2021-10-27T00:00:00Z,3. Surplus,0.009694880848863247
331,2021-10-28T00:00:00Z,3. Surplus,-0.016525165272829816
332,2021-10-29T00:00:00Z,3. Surplus,-0.00800141588641081
333,2021-10-30T00:00:00Z,3. Surplus,0.006047878871354336
334,2021-10-31T00:00:00Z,3. Surplus,0.0005997654339067473
335,2021-11-01T00:00:00Z,3. Surplus,24.998263860007516
336,2021-11-02T00:00:00Z,3. Surplus,-0.010358821946955317
337,2021-11-03T00:00:00Z,3. Surplus,-0.0005641144570107488
338,2021-11-04T00:00:00Z,3. Surplus,0.0025198752339684475
339,2021-11-05T00:00:00Z,3. Surplus,0.0022269418409669
340,2021-11-06T00:00:00Z,3. Surplus,-0.0011480020494128852
341,2021-11-07T00:00:00Z,3. Surplus,-0.005158411741381253
342,2021-11-08T00:00:00Z,3. Surplus,-0.006443448700977953
343,2021-11-09T00:00:00Z,3. Surplus,0.002310857062945873
344,2021-11-10T00:00:00Z,3. Surplus,0.0038388922671495564
345,2021-11-11T00:00:00Z,3. Surplus,-0.0033388969009575
346,2021-11-12T00:00:00Z,3. Surplus,0.0026153735245940998
347,2021-11-13T00:00:00Z,3. Surplus,0.0005082078701669852
348,2021-11-14T00:00:00Z,3. Surplus,0.001498149835929353
349,2021-11-15T00:00:00Z,3. Surplus,5.623308343693462e-05
350,2021-11-16T00:00:00Z,3. Surplus,0.016030156144924722
351,2021-11-17T00:00:00Z,3. Surplus,-0.001751898590014769
352,2021-11-18T00:00:00Z,3. Surplus,0.014550590487664378
353,2021-11-19T00:00:00Z,3. Surplus,0.07959124032897143
354,2021-11-20T00:00:00Z,3. Surplus,-0.014099289884182447
355,2021-11-21T00:00:00Z,3. Surplus,0.02361507245035041
356,2021-11-22T00:00:00Z,3. Surplus,0.0033673211956226786
357,2021-11-23T00:00:00Z,3. Surplus,-0.014843175182878645
358,2021-11-24T00:00:00Z,3. Surplus,-0.0004159850100225838
359,2021-11-25T00:00:00Z,3. Surplus,-0.014157243351281826
360,2021-11-26T00:00:00Z,3. Surplus,0.03440506931658584
361,2021-11-27T00:00:00Z,3. Surplus,2.4412653864542238
362,2021-11-28T00:00:00Z,3. Surplus,-2.462436166461606
363,2021-11-29T00:00:00Z,3. Surplus,-0.010594383893830404
364,2021-11-30T00:00:00Z,3. Surplus,-0.011373629346950805
365,2021-12-01T00:00:00Z,3. Surplus,0.002433381079596433
366,2021-12-02T00:00:00Z,3. Surplus,0.003975956314109937
367,2021-12-03T00:00:00Z,3. Surplus,0.0174513950327708
368,2021-12-04T00:00:00Z,3. Surplus,0.01213331771260594
369,2021-12-05T00:00:00Z,3. Surplus,-0.007380950733034411
370,2021-12-06T00:00:00Z,3. Surplus,-0.01034353753823259
371,2021-12-07T00:00:00Z,3. Surplus,0.002562716868236078
372,2021-12-08T00:00:00Z,3. Surplus,-0.008399490362532158
373,2021-12-09T00:00:00Z,3. Surplus,0.01901951349302862
374,2021-12-10T00:00:00Z,3. Surplus,0.01677764219050674
375,2021-12-11T00:00:00Z,3. Surplus,-0.0121750802405672
376,2021-12-12T00:00:00Z,3. Surplus,-0.004006170672692426
377,2021-12-13T00:00:00Z,3. Surplus,0.027163464244677034
378,2021-12-14T00:00:00Z,3. Surplus,33.82219675770226
379,2021-12-15T00:00:00Z,3. Surplus,-0.013247229255431653
380,2021-12-16T00:00:00Z,3. Surplus,0.0031280707570470676
381,2021-12-17T00:00:00Z,3. Surplus,0.007202910202541095
382,2021-12-18T00:00:00Z,3. Surplus,-0.006643190706284958
383,2021-12-19T00:00:00Z,3. Surplus,0.0026211693160232566
384,2021-12-20T00:00:00Z,3. Surplus,0.0006241011385139852
385,2021-12-21T00:00:00Z,3. Surplus,-0.008556969446942512
386,2021-12-22T00:00:00Z,3. Surplus,0.004467736048696104
387,2021-12-23T00:00:00Z,3. Surplus,-0.009423018804396069
388,2021-12-24T00:00:00Z,3. Surplus,0.003995251044611767
389,2021-12-25T00:00:00Z,3. Surplus,-0.0043137199942721305
390,2021-12-26T00:00:00Z,3. Surplus,0.0021523032779817057
391,2021-12-27T00:00:00Z,3. Surplus,0.0018423682759963161
392,2021-12-28T00:00:00Z,3. Surplus,0.0351553512755709
393,2021-12-29T00:00:00Z,3. Surplus,0.016414257039424552
394,2021-12-30T00:00:00Z,3. Surplus,-0.00820142718401539
395,2021-12-31T00:00:00Z,3. Surplus,0.0021385205245738476
396,2022-01-01T00:00:00Z,3. Surplus,-0.0071157111712406
397,2022-01-02T00:00:00Z,3. Surplus,-0.0059295346525217
398,2022-01-03T00:00:00Z,3. Surplus,0.005959778320906758
399,2022-01-04T00:00:00Z,3. Surplus,-0.002626023002374111
400,2022-01-05T00:00:00Z,3. Surplus,0.022433497663125846
401,2022-01-06T00:00:00Z,3. Surplus,0.015138120080522057
402,2022-01-07T00:00:00Z,3. Surplus,0.027170517266786536
403,2022-01-08T00:00:00Z,3. Surplus,0.011091779758019778
404,2022-01-09T00:00:00Z,3. Surplus,-0.0070207741016803
405,2022-01-10T00:00:00Z,3. Surplus,0.0107766973817018
406,2022-01-11T00:00:00Z,3. Surplus,-0.0219561560707707
407,2022-01-12T00:00:00Z,3. Surplus,-0.015305311472626579
408,2022-01-13T00:00:00Z,3. Surplus,0.014103976159823301
409,2022-01-14T00:00:00Z,3. Surplus,-0.006943076060774511
410,2022-01-15T00:00:00Z,3. Surplus,-0.0024508110961540893
411,2022-01-16T00:00:00Z,3. Surplus,-0.002787092580153442
412,2022-01-17T00:00:00Z,3. Surplus,0.018752221739057107
413,2022-01-18T00:00:00Z,3. Surplus,0.0040823702797979
414,2022-01-19T00:00:00Z,3. Surplus,0.008557195683472294
